DistName,RegnName,ACT-Composite,ACT-Part_Rate,Year,AP-11&12 Participating Students,AP-Total Exams,AP-Passed(%),AP-Exams Taken Per Student,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%),SAT-Total,SAT-Part_Rate,Wealth/ADA
LAKE TRAVIS ISD,Austin,25.1,66,2017,639,1735,72,2.7,191,635,30,1190,76,1035076
LANCASTER ISD,Richardson,15.4,62,2011,138,200,5,1.4,82,329,25,882,58,262718
LANCASTER ISD,Richardson,16.1,31,2012,127,213,4,1.7,86,334,26,900,57,261013
LANCASTER ISD,Richardson,16,42,2013,196,316,4,1.6,79,348,23,864,60,252102
LANCASTER ISD,Richardson,16.4,43,2014,186,347,4,1.9,85,365,23,882,52,232472
LANCASTER ISD,Richardson,16.8,57,2015,165,336,2,2.0,97,364,27,869,53,211138
LANCASTER ISD,Richardson,17,56,2016,226,405,4,1.8,102,399,26,857,50,233074
LANCASTER ISD,Richardson,15.7,78,2017,225,450,4,2.0,117,421,28,892,44,245946
LEANDER ISD,Austin,23.7,40,2011,1284,2802,59,2.2,456,1723,26,1146,78,429373
LEANDER ISD,Austin,23.2,39,2012,1434,2953,62,2.1,540,1903,28,1131,69,401483
LEANDER ISD,Austin,23.8,39,2013,1664,3643,64,2.2,567,2076,27,1141,68,397625
LEANDER ISD,Austin,23.6,40,2014,1597.5,3960,67,2.5,599,2037,29,1140,71,400260
LEANDER ISD,Austin,23.9,43,2015,1732.5,4363,70,2.5,692,2244,31,1151,74,418946
LEANDER ISD,Austin,23.3,58,2016,1890,4974,72,2.6,685,2412,28,1152,68,450380
LEANDER ISD,Austin,23.5,69,2017,2025,5130,71,2.5,759,2590,29,1169,68,498877
LEWISVILLE ISD,Fort Worth,23.8,44,2011,1951,4325,72,2.2,756,3487,22,1154,70,471674
LEWISVILLE ISD,Fort Worth,23.7,41,2012,2014,4392,72,2.2,767,3439,22,1159,68,457115
LEWISVILLE ISD,Fort Worth,24,41,2013,2136,4763,71,2.2,820,3577,23,1163,68,465378
LEWISVILLE ISD,Fort Worth,23.7,41,2014,2126,4832,75,2.3,872,3642,24,1162,66,471430
LEWISVILLE ISD,Fort Worth,23.9,39,2015,2316,5739,73,2.5,882,3777,23,1156,66,491262
LEWISVILLE ISD,Fort Worth,24,41,2016,2455,5824,75,2.4,927,3982,23,1152,66,524879
LEWISVILLE ISD,Fort Worth,24.4,45,2017,2596,6206,73,2.4,974,4099,24,1159,65,582780
LIBERTY HILL ISD,Austin,23.6,36,2011,86,117,66,1.4,42,179,23,1132,62,397559
LIBERTY HILL ISD,Austin,22.5,34,2012,75,110,64,1.5,50,170,29,1104,65,387378
LIBERTY HILL ISD,Austin,23.4,31,2013,88,130,65,1.5,37,167,22,1101,58,378196
LIBERTY HILL ISD,Austin,24,38,2014,101,140,64,1.4,46,202,23,1106,62,362894
LIBERTY HILL ISD,Austin,22.8,35,2015,106,185,63,1.7,62,240,26,1113,63,350784
LIBERTY HILL ISD,Austin,22.7,46,2016,139,222,59,1.6,80,251,32,1105,68,359270
LIBERTY HILL ISD,Austin,22.4,31,2017,136,218,66,1.6,63,263,24,1104,64,405633
LITTLE ELM ISD,Fort Worth,20.4,30,2011,182,428,29,2.4,60,301,20,1038,63,284871
LITTLE ELM ISD,Fort Worth,19.2,35,2012,165,390,28,2.4,64,339,19,1003,54,273718
LITTLE ELM ISD,Fort Worth,19.9,28,2013,177,410,39,2.3,51,341,15,1019,51,296573
LITTLE ELM ISD,Fort Worth,20.3,36,2014,140,322,45,2.3,73,365,20,1040,52,292988
LITTLE ELM ISD,Fort Worth,20.2,34,2015,113,236,42,2.1,52,326,16,1011,53,310952
LITTLE ELM ISD,Fort Worth,19.7,28,2016,174,394,54,2.3,62,392,16,1015,49,338944
LITTLE ELM ISD,Fort Worth,20.8,32,2017,237,609,52,2.6,76,462,16,1051,48,384251
LOCKHART ISD,Austin,18.8,34,2011,70,107,43,1.5,61,320,19,988,48,194200
LOCKHART ISD,Austin,18.4,31,2012,111,183,39,1.6,60,331,18,1021,47,200928
LOCKHART ISD,Austin,19.8,21,2013,89,188,40,2.1,64,320,20,1012,49,213087
LOCKHART ISD,Austin,19.2,24,2014,155,294,27,1.9,66,298,22,994,52,207941
LOCKHART ISD,Austin,19.3,21,2015,146,307,26,2.1,48,322,15,935,72,209001
LOCKHART ISD,Austin,19.1,15,2016,206,423,25,2.1,57,334,17,912,91,203227
LOCKHART ISD,Austin,18.6,13,2017,192,399,21,2.1,67,350,19,912,84,199486
LOVEJOY ISD,Richardson,24,62,2011,303,706,52,2.3,52,229,23,1162,93,447132
LOVEJOY ISD,Richardson,24.3,69,2012,345,921,61,2.7,62,242,26,1187,83,434606
LOVEJOY ISD,Richardson,25.4,64,2013,395,1134,60,2.9,78,274,28,1186,83,434201
LOVEJOY ISD,Richardson,25.6,67,2014,341,935,73,2.7,75,275,27,1207,82,435809
LOVEJOY ISD,Richardson,25.3,76,2015,362,1033,66,2.9,70,258,27,1193,85,453799
LOVEJOY ISD,Richardson,25.6,79,2016,424,1205,67,2.8,62,293,21,1196,78,472414
LOVEJOY ISD,Richardson,25.7,72,2017,425,1124,79,2.6,92,323,28,1206,71,499969
MABANK ISD,Richardson,20.9,19,2011,81,94,32,1.2,21,227,9,1029,39,333112
MABANK ISD,Richardson,20.7,38,2012,105,156,25,1.5,25,241,10,1017,34,323884
MABANK ISD,Richardson,21.6,43,2013,104,164,26,1.6,40,236,17,1097,32,330707
MABANK ISD,Richardson,21.8,31,2014,84,120,43,1.4,24,211,11,1087,26,328954
MABANK ISD,Richardson,21.4,36,2015,100,205,29,2.1,25,222,11,1052,29,332924
MABANK ISD,Richardson,21.7,23,2016,78,176,46,2.3,35,226,15,1040,34,327840
MABANK ISD,Richardson,21.8,24,2017,108,208,41,1.9,33,244,14,1063,37,328253
MANOR ISD,Austin,16.6,32,2011,191,313,4,1.6,64,336,19,925,63,441022
MANOR ISD,Austin,16.9,53,2012,118,162,12,1.4,67,284,24,928,67,374184
MANOR ISD,Austin,16.8,44,2013,174,283,10,1.6,75,373,20,918,63,327997
MANOR ISD,Austin,17.5,45,2014,251,368,6,1.5,98,392,25,929,68,301301
MANOR ISD,Austin,16.5,35,2015,229,320,4,1.4,78,477,16,913,55,309969
MANOR ISD,Austin,17.8,37,2016,233,345,8,1.5,79,467,17,915,56,464422
MANOR ISD,Austin,17.2,33,2017,236,362,6,1.5,85,435,20,930,58,394857
MANSFIELD ISD,Fort Worth,20.9,26,2011,1312,2445,26,1.9,463,1961,24,1053,68,304326
MANSFIELD ISD,Fort Worth,20.9,26,2012,1437,2571,30,1.8,522,2039,26,1053,68,293078
MANSFIELD ISD,Fort Worth,20.8,32,2013,1452,2902,31,2.0,519,2159,24,1057,66,298968
MANSFIELD ISD,Fort Worth,21.3,32,2014,1355,2667,35,2.0,543,2154,25,1059,66,298201
MANSFIELD ISD,Fort Worth,21.1,37,2015,1488,3327,36,2.2,619,2273,27,1056,68,299533
MANSFIELD ISD,Fort Worth,21,38,2016,1559,3420,35,2.2,635,2412,26,1044,67,304304
MANSFIELD ISD,Fort Worth,21.2,36,2017,1653,3812,39,2.3,685,2436,28,1063,68,322050
MARBLE FALLS ISD,Austin,22.3,39,2011,101,195,35,1.9,75,267,28,1055,58,751177
MARBLE FALLS ISD,Austin,21.1,38,2012,87,164,38,1.9,62,232,27,1059,38,754097
MARBLE FALLS ISD,Austin,20.6,36,2013,108,202,35,1.9,66,266,25,1059,43,760294
MARBLE FALLS ISD,Austin,21.2,38,2014,78,136,50,1.7,63,272,23,1045,49,771953
MARBLE FALLS ISD,Austin,21.5,43,2015,79,177,60,2.2,68,262,26,1060,45,777127
MARBLE FALLS ISD,Austin,21.6,37,2016,107,250,44,2.3,50,281,18,1062,39,758024
MARBLE FALLS ISD,Austin,22.6,26,2017,130,304,43,2.3,47,263,18,1090,43,799350
MCKINNEY ISD,Richardson,23,47,2011,1298,3154,61,2.4,296,1429,21,1127,75,383840
MCKINNEY ISD,Richardson,23.7,47,2012,1478,3832,63,2.6,285,1467,19,1147,67,379570
MCKINNEY ISD,Richardson,23.9,46,2013,1498,3807,64,2.5,315,1562,20,1157,63,386689
MCKINNEY ISD,Richardson,23.3,42,2014,1588,4026,60,2.5,329,1578,21,1145,62,387547
MCKINNEY ISD,Richardson,23.4,48,2015,1829,4966,56,2.7,341,1660,21,1140,64,406248
MCKINNEY ISD,Richardson,23.4,49,2016,1884,5044,58,2.7,323,1748,18,1137,63,434453
MCKINNEY ISD,Richardson,23.7,49,2017,1875,5127,56,2.7,372,1758,21,1139,64,477580
MESQUITE ISD,Richardson,19.2,27,2011,645,1253,35,1.9,439,2429,18,1014,58,173861
MESQUITE ISD,Richardson,19.1,24,2012,746,1399,39,1.9,426,2348,18,996,50,164305
MESQUITE ISD,Richardson,18.2,24,2013,822,1601,40,1.9,394,2490,16,995,48,159323
MESQUITE ISD,Richardson,18.9,23,2014,1041,1962,41,1.9,433,2543,17,995,52,152759
MESQUITE ISD,Richardson,18.7,25,2015,1254,2937,32,2.3,429,2566,17,984,51,152165
MESQUITE ISD,Richardson,18.5,31,2016,1301,2927,30,2.2,457,2575,18,966,52,150316
MESQUITE ISD,Richardson,18.5,31,2017,1257,2730,35,2.2,463,2565,18,981,53,158391
MIDLOTHIAN ISD,Richardson,21.5,56,2011,222,454,37,2.0,115,529,22,1108,50,377098
MIDLOTHIAN ISD,Richardson,22,53,2012,216,420,44,1.9,118,496,24,1103,44,373084
MIDLOTHIAN ISD,Richardson,22.2,53,2013,200,456,48,2.3,114,521,22,1074,49,364426
MIDLOTHIAN ISD,Richardson,22.3,52,2014,206,438,58,2.1,125,527,24,1096,46,353849
MIDLOTHIAN ISD,Richardson,22.3,55,2015,259,546,48,2.1,127,517,25,1110,49,361219
MIDLOTHIAN ISD,Richardson,21.8,54,2016,270,577,56,2.1,130,507,26,1092,47,365655
MIDLOTHIAN ISD,Richardson,22,46,2017,261,683,53,2.6,125,605,21,1111,46,391337
NEW BRAUNFELS ISD,Austin,21.9,22,2011,250,745,62,3.0,144,556,26,1077,64,390190
NEW BRAUNFELS ISD,Austin,21.9,22,2012,285,792,55,2.8,128,555,23,1082,60,385312
NEW BRAUNFELS ISD,Austin,21.9,18,2013,274,751,57,2.7,133,555,24,1101,59,389897
NEW BRAUNFELS ISD,Austin,22.3,22,2014,284,775,46,2.7,98,545,18,1096,57,394429
NEW BRAUNFELS ISD,Austin,22.5,25,2015,281,738,52,2.6,167,630,27,1093,57,411556
NEW BRAUNFELS ISD,Austin,22.7,21,2016,263,627,54,2.4,116,587,20,1096,53,435311
NEW BRAUNFELS ISD,Austin,22.8,23,2017,268,583,54,2.2,141,582,24,1094,58,481152
NORTH EAST ISD,San Antonio,22.3,25,2011,2969,7517,47,2.5,1074,4285,25,1097,72,435807
NORTH EAST ISD,San Antonio,21.9,27,2012,3106,7875,48,2.5,1040,4425,24,1100,69,424008
NORTH EAST ISD,San Antonio,21.6,27,2013,3257,8352,49,2.6,1096,4634,24,1084,69,422025
NORTH EAST ISD,San Antonio,22.4,27,2014,3362,8781,51,2.6,1151,4676,25,1091,69,425971
NORTH EAST ISD,San Antonio,22.3,29,2015,3707,10081,47,2.7,1164,4723,25,1091,68,445203
NORTH EAST ISD,San Antonio,22.2,31,2016,3551,9539,51,2.7,1199,4864,25,1069,70,473823
NORTH EAST ISD,San Antonio,22.8,28,2017,3806,10479,52,2.8,1271,4981,26,1089,68,525985
NORTHSIDE ISD,San Antonio,21.4,24,2011,3967,8705,35,2.2,1077,5678,19,1049,68,355682
NORTHSIDE ISD,San Antonio,21.2,22,2012,3958,8592,36,2.2,1134,6020,19,1034,63,347261
NORTHSIDE ISD,San Antonio,21.6,20,2013,4078,8932,39,2.2,1185,6038,20,1045,63,346026
NORTHSIDE ISD,San Antonio,21.2,22,2014,4402,9964,39,2.3,1412,6444,22,1055,60,349563
NORTHSIDE ISD,San Antonio,21.1,21,2015,4655,11369,36,2.4,1330,6555,20,1052,60,363517
NORTHSIDE ISD,San Antonio,21.3,17,2016,4878,11682,37,2.4,1451,6861,21,969,93,385379
NORTHSIDE ISD,San Antonio,22.1,15,2017,4790,11360,40,2.4,1552,6856,23,981,95,432999
NORTHWEST ISD,Fort Worth,22.7,27,2011,434,974,53,2.2,150,771,19,1079,72,728886
NORTHWEST ISD,Fort Worth,22.8,33,2012,617,1444,44,2.3,185,889,21,1080,68,649557
NORTHWEST ISD,Fort Worth,22.5,36,2013,725,1783,47,2.5,222,964,23,1088,64,622609
NORTHWEST ISD,Fort Worth,22.6,38,2014,796,1940,44,2.4,273,1083,25,1090,63,578270
NORTHWEST ISD,Fort Worth,20.5,94,2015,854,2237,54,2.6,277,1154,24,1109,58,544034
NORTHWEST ISD,Fort Worth,20.1,100,2016,1079,3034,51,2.8,268,1193,22,1102,49,565840
NORTHWEST ISD,Fort Worth,23.1,35,2017,1208,3404,51,2.8,335,1351,25,1048,96,575909
PASADENA ISD,Houston,18.9,10,2011,1356,2811,30,2.1,323,2874,11,1007,44,211175
PASADENA ISD,Houston,19.2,15,2012,1304,2816,31,2.2,392,2961,13,987,47,197326
PASADENA ISD,Houston,19.8,13,2013,1289,2990,33,2.3,343,2997,11,988,47,193179
PASADENA ISD,Houston,19.8,16,2014,1501,3649,32,2.4,436,2997,15,983,51,194446
PASADENA ISD,Houston,19.2,17,2015,1635,4482,31,2.7,390,3216,12,979,52,203115
PASADENA ISD,Houston,18.9,15,2016,1780,4443,28,2.5,420,3396,12,962,52,209501
PASADENA ISD,Houston,19.3,12,2017,1888,4820,30,2.6,481,3472,14,991,53,228115
PEARLAND ISD,Houston,22.1,20,2011,637,1572,56,2.5,288,1185,24,1098,68,313079
PEARLAND ISD,Houston,21.4,21,2012,689,1701,59,2.5,292,1252,23,1086,63,301850
PEARLAND ISD,Houston,21.4,22,2013,849,2338,56,2.8,282,1327,21,1079,54,296335
PEARLAND ISD,Houston,22.5,21,2014,925,2663,59,2.9,336,1332,25,1119,59,292463
PEARLAND ISD,Houston,22.8,25,2015,1019,3117,53,3.1,344,1388,25,1134,59,291053
PEARLAND ISD,Houston,22.8,29,2016,1160,3795,54,3.3,394,1457,27,1114,64,287382
PEARLAND ISD,Houston,23.1,27,2017,1284,3915,60,3.0,452,1556,29,1119,63,307573
PFLUGERVILLE ISD,Austin,20.6,26,2011,813,1927,50,2.4,397,1389,29,1062,76,346234
PFLUGERVILLE ISD,Austin,20.3,28,2012,902,2026,47,2.2,358,1418,25,1043,69,327131
PFLUGERVILLE ISD,Austin,20.7,34,2013,913,2063,45,2.3,388,1471,26,1040,66,322940
PFLUGERVILLE ISD,Austin,20.1,32,2014,917,2137,43,2.3,413,1520,27,1032,68,325796
PFLUGERVILLE ISD,Austin,19.9,30,2015,1024,2654,38,2.6,389,1599,24,1026,64,339927
PFLUGERVILLE ISD,Austin,18.2,94,2016,1084,2861,41,2.6,415,1564,27,1046,56,370464
PFLUGERVILLE ISD,Austin,18.8,95,2017,1104,3010,45,2.7,411,1588,26,1070,53,416776
PLANO ISD,Richardson,25.7,50,2011,3200,8471,76,2.6,865,3577,24,1210,78,632444
PLANO ISD,Richardson,25.6,49,2012,3157,8627,80,2.7,796,3634,22,1196,74,627117
PLANO ISD,Richardson,25.9,52,2013,3303,9556,80,2.9,916,3802,24,1213,71,628109
PLANO ISD,Richardson,25.8,53,2014,3574,9939,80,2.8,967,3796,25,1215,70,644625
PLANO ISD,Richardson,25.8,58,2015,3673,10464,79,2.8,988,3862,26,1216,69,676205
PLANO ISD,Richardson,25.6,55,2016,3443,9857,82,2.9,932,3948,24,1206,68,711533
PLANO ISD,Richardson,25.4,52,2017,3677,10701,78,2.9,999,3967,25,1216,69,787703
PLEASANTON ISD,San Antonio,20.6,22,2011,118,187,14,1.6,37,218,17,1017,46,203341
PLEASANTON ISD,San Antonio,20.4,25,2012,58,89,20,1.5,31,196,16,1011,31,214467
PLEASANTON ISD,San Antonio,20.5,22,2013,66,98,28,1.5,25,218,11,1015,34,233095
PLEASANTON ISD,San Antonio,20.1,21,2014,91,143,13,1.6,38,213,18,1009,45,332902
PLEASANTON ISD,San Antonio,19.9,18,2015,80,135,18,1.7,39,233,17,993,37,535610
PLEASANTON ISD,San Antonio,19.2,18,2016,74,121,24,1.6,42,254,17,986,41,665175
PLEASANTON ISD,San Antonio,20,20,2017,81,135,18,1.7,44,195,23,967,59,624156
PROSPER ISD,Richardson,22.7,54,2011,213,412,55,1.9,45,200,23,1126,65,412745
PROSPER ISD,Richardson,23.4,65,2012,264,547,64,2.1,56,265,21,1130,68,382713
PROSPER ISD,Richardson,23.5,61,2013,281,584,62,2.1,56,278,20,1144,64,356936
PROSPER ISD,Richardson,23.2,61,2014,292,595,64,2.0,92,343,27,1133,67,341003
PROSPER ISD,Richardson,24,63,2015,330,740,61,2.2,98,407,24,1138,57,352736
PROSPER ISD,Richardson,23.3,75,2016,335,680,65,2.0,89,436,20,1140,46,367080
PROSPER ISD,Richardson,23.4,73,2017,418,836,62,2.0,127,512,25,1145,50,389151
RED OAK ISD,Richardson,21.6,33,2011,99,209,42,2.1,71,407,17,1071,59,223496
RED OAK ISD,Richardson,20.4,45,2012,110,198,47,1.8,92,416,22,1038,48,219873
RED OAK ISD,Richardson,20.5,37,2013,107,208,51,1.9,99,465,21,1026,46,214929
RED OAK ISD,Richardson,21,41,2014,101,219,56,2.2,104,451,23,1054,48,216626
RED OAK ISD,Richardson,20,41,2015,124,243,54,2.0,92,384,24,1018,49,224709
RED OAK ISD,Richardson,20.3,36,2016,124,260,57,2.1,78,439,18,1000,49,237344
RED OAK ISD,Richardson,19.4,40,2017,99,192,68,1.9,85,428,20,1020,52,259896
RICHARDSON ISD,Richardson,22.2,46,2011,1634,3871,56,2.4,467,2019,23,1116,74,494286
RICHARDSON ISD,Richardson,22.4,43,2012,1588,3773,61,2.4,445,2058,22,1105,67,461633
RICHARDSON ISD,Richardson,22.2,46,2013,1607,3824,62,2.4,457,2025,23,1120,65,450786
RICHARDSON ISD,Richardson,20.2,92,2014,1715,4075,61,2.4,469,2082,23,1122,59,451178
RICHARDSON ISD,Richardson,20.1,96,2015,1696,4057,57,2.4,468,2114,22,1115,56,460677
RICHARDSON ISD,Richardson,19.5,94,2016,1816,4471,55,2.5,462,2111,22,1111,55,468071
RICHARDSON ISD,Richardson,20.3,91,2017,1823,4659,53,2.6,465,2124,22,1118,52,499468
ROCKWALL ISD,Richardson,23.2,47,2011,781,1691,54,2.2,212,882,24,1133,72,428552
ROCKWALL ISD,Richardson,23.3,40,2012,733,1567,58,2.1,237,1010,23,1144,66,419117
ROCKWALL ISD,Richardson,23.4,44,2013,700,1521,63,2.2,244,955,26,1134,64,417638
ROCKWALL ISD,Richardson,22.9,46,2014,723,1668,65,2.3,286,1007,28,1128,65,417692
ROCKWALL ISD,Richardson,23,44,2015,742.5,1814,61,2.4,281,1065,26,1122,63,424947
ROCKWALL ISD,Richardson,23.6,48,2016,814,1707,57,2.1,252,1051,24,1122,62,444706
ROCKWALL ISD,Richardson,23.5,44,2017,810,1974,58,2.4,271,1102,25,1138,61,466484
ROUND ROCK ISD,Austin,24,44,2011,2019,4843,70,2.4,772,2627,29,1157,77,490691
ROUND ROCK ISD,Austin,24,42,2012,2003,4977,73,2.5,788,2734,29,1158,74,466287
ROUND ROCK ISD,Austin,23.7,40,2013,2014,5054,76,2.5,802,2921,27,1158,68,465921
ROUND ROCK ISD,Austin,23.9,42,2014,2091,5301,78,2.5,860,3054,28,1159,69,471419
ROUND ROCK ISD,Austin,24.2,48,2015,2377,6306,75,2.7,928,3066,30,1155,71,490234
ROUND ROCK ISD,Austin,24.4,45,2016,2580,6811,75,2.6,896,3247,28,1094,99,540549
ROUND ROCK ISD,Austin,25.2,41,2017,2710,7464,76,2.8,933,3290,28,1104,97,593255
ROYSE CITY ISD,Richardson,20,30,2011,143,280,33,2.0,44,276,16,1033,53,242484
ROYSE CITY ISD,Richardson,21,25,2012,127,271,29,2.1,37,267,14,1023,49,236626
ROYSE CITY ISD,Richardson,21.4,20,2013,98,166,37,1.7,39,298,13,1017,52,229081
ROYSE CITY ISD,Richardson,21.6,24,2014,99,173,40,1.7,55,271,20,1042,58,226520
ROYSE CITY ISD,Richardson,20.7,22,2015,105,201,36,1.9,62,306,20,1028,56,227406
ROYSE CITY ISD,Richardson,21.3,23,2016,111,222,40,2.0,67,345,19,1041,43,228599
ROYSE CITY ISD,Richardson,22.4,18,2017,102,206,37,2.0,66,343,19,1066,47,246203
SAN ANTONIO ISD,San Antonio,16.7,27,2011,1501,2816,7,1.9,254,2777,9,907,57,245848
SAN ANTONIO ISD,San Antonio,17,39,2012,1478,2726,10,1.8,338,2696,13,907,57,237062
SAN ANTONIO ISD,San Antonio,16.7,39,2013,1331,2483,10,1.9,345,2693,13,903,58,237214
SAN ANTONIO ISD,San Antonio,16.7,42,2014,1371,2295,10,1.7,373,2519,15,894,61,244098
SAN ANTONIO ISD,San Antonio,16.3,41,2015,1372.5,3189,12,2.3,332,2613,13,876,63,250468
SAN ANTONIO ISD,San Antonio,16.9,39,2016,1575,3622,9,2.3,395,2534,16,889,65,262291
SAN ANTONIO ISD,San Antonio,18.1,21,2017,1642.5,3987,8,2.4,445,2672,17,857,100,309244
SANTA FE ISD,Houston,20.3,9,2011,84,125,22,1.5,35,317,11,1038,39,217418
SANTA FE ISD,Houston,20,7,2012,79,106,37,1.3,39,331,12,1033,41,232757
SANTA FE ISD,Houston,21.7,10,2013,38,59,46,1.6,42,304,14,1066,38,234103
SANTA FE ISD,Houston,21,10,2014,36,57,39,1.6,42,287,15,1012,32,239933
SANTA FE ISD,Houston,21.6,12,2015,66,111,30,1.7,51,322,16,1020,36,243265
SANTA FE ISD,Houston,20.9,9,2016,82,117,31,1.4,54,312,17,1024,46,237235
SANTA FE ISD,Houston,20.2,8,2017,95,200,24,2.1,42,327,13,1030,40,262302
SCHERTZ-CIBOLO-U CITY ISD,Austin,22.8,20,2011,483,953,40,2.0,203,882,23,1064,72,279591
SCHERTZ-CIBOLO-U CITY ISD,San Antonio,22,24,2012,578,1154,38,2.0,244,1012,24,1069,65,276266
SCHERTZ-CIBOLO-U CITY ISD,San Antonio,22.2,20,2013,631,1465,41,2.3,213,1020,21,1086,57,273136
SCHERTZ-CIBOLO-U CITY ISD,San Antonio,21.8,22,2014,677,1365,40,2.0,229,1015,23,1068,64,281571
SCHERTZ-CIBOLO-U CITY ISD,San Antonio,22.2,23,2015,562.5,1326,37,2.4,261,1129,23,1083,63,280992
SCHERTZ-CIBOLO-U CITY ISD,San Antonio,21.7,25,2016,585,1269,41,2.2,271,1114,24,1070,64,289602
SCHERTZ-CIBOLO-U CITY ISD,San Antonio,22.5,21,2017,652.5,1370,45,2.1,295,1247,24,1023,92,313889
SEGUIN ISD,Austin,19.3,24,2011,139,181,21,1.3,86,486,18,1017,54,359068
SEGUIN ISD,Austin,20.2,23,2012,176,218,19,1.2,73,473,15,1009,48,371170
SEGUIN ISD,Austin,19.5,20,2013,228,375,15,1.6,82,472,17,999,52,395782
SEGUIN ISD,Austin,20.1,18,2014,186,313,26,1.7,67,413,16,1016,47,401752
SEGUIN ISD,Austin,19.3,20,2015,152,267,20,1.8,61,441,14,1022,37,398107
SEGUIN ISD,Austin,19.2,19,2016,159,299,21,1.9,72,446,16,1008,45,410739
SEGUIN ISD,Austin,19.4,23,2017,147,272,27,1.9,63,462,14,994,39,435573
SHELDON ISD,Houston,17.4,16,2011,82,145,22,1.8,53,353,15,931,54,720051
SHELDON ISD,Houston,17.6,30,2012,84,120,14,1.4,55,343,16,926,53,616900
SHELDON ISD,Houston,17.2,28,2013,72,118,11,1.6,44,378,12,905,55,582031
SHELDON ISD,Houston,18.1,30,2014,81,138,20,1.7,57,383,15,928,57,610754
SHELDON ISD,Houston,17.4,20,2015,160,288,9,1.8,63,430,15,913,57,653775
SHELDON ISD,Houston,18.5,18,2016,117,222,19,1.9,63,445,14,921,55,639057
SHELDON ISD,Houston,18.1,12,2017,139,227,12,1.6,59,480,12,866,91,671870
SHERMAN ISD,Richardson,20.8,30,2011,159,347,48,2.2,45,376,12,1123,35,361049
SHERMAN ISD,Richardson,21.6,26,2012,167,363,52,2.2,35,385,9,1154,26,354452
SHERMAN ISD,Richardson,20.6,32,2013,156,368,58,2.4,49,340,14,1114,34,355057
SHERMAN ISD,Richardson,21.3,28,2014,171,444,62,2.6,44,377,12,1116,35,353566
SHERMAN ISD,Richardson,20.5,33,2015,219,575,44,2.6,43,402,11,1115,34,353316
SHERMAN ISD,Richardson,22,32,2016,237,592,58,2.5,43,396,11,1120,32,383595
SHERMAN ISD,Richardson,21.4,38,2017,219,600,53,2.7,53,403,13,1105,33,408276
SOUTH SAN ANTONIO ISD,San Antonio,17.9,21,2011,74,119,25,1.6,49,422,12,944,54,137309
SOUTH SAN ANTONIO ISD,San Antonio,17.7,13,2012,71,113,16,1.6,55,448,12,936,54,132601
SOUTH SAN ANTONIO ISD,San Antonio,17.2,21,2013,68,99,8,1.5,44,431,10,929,58,133804
SOUTH SAN ANTONIO ISD,San Antonio,17.9,17,2014,143,230,17,1.6,48,500,10,935,39,141665
SOUTH SAN ANTONIO ISD,San Antonio,18.2,23,2015,158,276,22,1.7,51,514,10,917,47,142508
SOUTH SAN ANTONIO ISD,San Antonio,17.9,15,2016,132,265,22,2.0,78,493,16,844,87,147447
SOUTH SAN ANTONIO ISD,San Antonio,18.8,13,2017,166,273,14,1.6,55,533,10,858,83,168538
SOUTHSIDE ISD,San Antonio,19.1,29,2011,131,187,19,1.4,27,298,9,903,69,98207
SOUTHSIDE ISD,San Antonio,18,28,2012,111,193,25,1.7,33,295,11,942,51,99783
SOUTHSIDE ISD,San Antonio,19.3,17,2013,132,192,29,1.5,31,287,11,966,54,103674
SOUTHSIDE ISD,San Antonio,19,23,2014,90,144,28,1.6,42,268,16,925,94,119556
SOUTHSIDE ISD,San Antonio,17.9,11,2015,120,152,28,1.3,41,274,15,858,96,159869
SOUTHSIDE ISD,San Antonio,18,17,2016,125,164,15,1.3,47,344,14,845,100,217848
SOUTHSIDE ISD,San Antonio,17.9,6,2017,75,145,12,1.9,45,325,14,857,100,277041
SOUTHWEST ISD,San Antonio,17.1,5,2011,95,100,12,1.1,50,627,8,926,43,140399
SOUTHWEST ISD,San Antonio,18.3,11,2012,83,83,12,1.0,45,655,7,986,31,128207
SOUTHWEST ISD,San Antonio,18,15,2013,112,157,27,1.4,45,719,6,950,37,122476
SOUTHWEST ISD,San Antonio,17.8,8,2014,233,348,20,1.5,54,701,8,845,95,123555
SOUTHWEST ISD,San Antonio,18.3,6,2015,278,451,18,1.6,71,812,9,842,100,138509
SOUTHWEST ISD,San Antonio,18.5,6,2016,253,477,16,1.9,78,830,9,832,98,157338
SOUTHWEST ISD,San Antonio,17.5,32,2017,313,534,18,1.7,87,855,10,837,87,229647
SPRING BRANCH ISD,Houston,23.6,49,2011,1275,3315,66,2.6,435,1867,23,1130,79,638169
SPRING BRANCH ISD,Houston,23.7,48,2012,1444,3718,64,2.6,447,1835,24,1136,74,611345
SPRING BRANCH ISD,Houston,23.4,47,2013,1559,4145,59,2.7,479,2011,24,1113,73,610700
SPRING BRANCH ISD,Houston,23.8,48,2014,1538,4098,58,2.7,442,2048,22,1124,72,631879
SPRING BRANCH ISD,Houston,23,53,2015,1694,3712.5,57,2.2,433,1998,22,1085,78,684766
SPRING BRANCH ISD,Houston,23.2,52,2016,1785,4752,53,2.7,512,2143,24,1015,99,755873
SPRING BRANCH ISD,Houston,23.9,43,2017,1812,4723,55,2.6,478,2199,22,1038,96,888938
SPRING ISD,Houston,17.8,26,2011,613,1232,24,2.0,412,1891,22,972,61,229818
